CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTime
174102,8,2011-10-03 16:14:17,11120,769
174102,4,2011-10-03 16:15:49,0,92
174102,4,2011-10-03 16:16:20,0,31
174102,2,2011-10-03 16:16:36,11120,16
174102,4,2011-10-03 16:16:41,0,5
174105,0,2011-10-03 14:24:26,112,0
174105,1,2011-10-03 14:24:27,112,1
174105,3,2011-10-03 14:25:18,112,51
174105,4,2011-10-03 14:25:18,112,0
174105,4,2011-10-03 14:26:53,10629,95
174105,8,2011-10-03 14:37:36,10629,643
174105,9,2011-10-03 14:38:13,10629,37
174105,10,2011-10-03 14:38:13,10629,0
174105,11,2011-10-03 14:38:14,10629,1
174105,12,2011-10-03 14:38:14,10629,0
174105,13,2011-10-03 14:38:16,10629,2
174105,4,2011-10-03 14:38:17,10629,1
174105,13,2011-10-03 14:39:03,10629,46
174105,14,2011-10-03 14:39:18,10629,15
174105,15,2011-10-03 14:39:18,10629,0
174105,13,2011-10-03 14:39:20,10629,2
174105,15,2011-10-03 14:39:51,10629,31
174105,17,2011-10-03 14:46:47,10629,416
174105,19,2011-10-03 14:46:47,10629,0
174105,20,2011-10-03 14:46:47,10629,0
174105,18,2011-10-03 14:46:47,10629,0
174105,15,2011-10-03 14:46:56,10629,9
174108,0,2011-10-03 14:31:34,112,0
174108,1,2011-10-03 14:31:34,112,0
174108,2,2011-10-03 14:32:15,112,41
174111,0,2011-10-03 14:49:07,112,0
174111,1,2011-10-03 14:49:08,112,1
174111,6,2011-10-03 14:50:00,112,52
174111,6,2011-10-03 15:10:20,11001,1220
174111,3,2011-10-03 15:11:48,11001,88
174111,4,2011-10-03 15:11:50,11001,2
174111,6,2011-10-03 15:11:51,11001,1
174111,4,2011-10-03 16:14:22,11201,3751
174111,4,2011-10-03 16:21:40,11201,438
174111,4,2011-10-03 16:34:23,0,763
174111,5,2011-10-03 16:39:39,11202,316
174111,4,2011-10-03 16:39:40,0,1
174114,0,2011-10-03 14:54:54,112,0
174114,1,2011-10-03 14:54:54,112,0
174114,6,2011-10-03 14:55:15,112,21
174114,6,2011-10-03 14:56:59,11201,104
174114,2,2011-10-03 15:01:29,11201,270
174114,6,2011-10-03 15:01:32,11201,3
174117,0,2011-10-03 15:14:36,112,0
174117,1,2011-10-03 15:14:36,112,0
174117,6,2011-10-03 15:14:47,112,11
174117,6,2011-10-03 15:16:56,11001,129
174117,2,2011-10-03 15:18:40,11001,104
174117,6,2011-10-03 15:18:44,11001,4
174120,0,2011-10-03 15:33:26,112,0
174120,1,2011-10-03 15:33:26,112,0
174120,6,2011-10-03 15:33:57,112,31
174120,6,2011-10-03 15:42:38,11001,521
174120,6,2011-10-03 15:46:16,11001,218
174120,6,2011-10-03 15:53:59,11001,463
174120,3,2011-10-03 15:55:46,11001,107
174120,4,2011-10-03 15:55:46,11001,0
174120,6,2011-10-03 15:55:48,11001,2
174120,4,2011-10-03 15:59:58,11201,250
174120,4,2011-10-03 16:00:03,11201,5
174120,4,2011-10-03 16:18:28,0,1105
174120,4,2011-10-03 16:20:43,0,135
174120,4,2011-10-03 16:21:55,11201,72
174120,4,2011-10-03 16:22:10,11201,15
174120,4,2011-10-03 16:26:36,11180,266
174120,4,2011-10-03 16:26:49,11180,13
174120,4,2011-10-03 16:28:35,0,106
174120,4,2011-10-03 16:30:24,0,109
174120,4,2011-10-03 16:48:13,0,1069
174120,5,2011-10-03 17:02:56,11202,883
174120,4,2011-10-03 17:02:58,0,2
174123,0,2011-10-03 16:15:28,112,0
174123,1,2011-10-03 16:15:29,112,1
174123,6,2011-10-03 16:15:42,112,13
174123,6,2011-10-03 16:17:57,11001,135
174123,2,2011-10-03 16:20:19,11001,142
174123,6,2011-10-03 16:20:21,11001,2
174126,0,2011-10-03 16:21:35,112,0
174126,1,2011-10-03 16:21:36,112,1
174126,6,2011-10-03 16:21:45,112,9
174126,6,2011-10-03 16:25:28,11001,223
174126,2,2011-10-03 16:27:37,11001,129
174126,6,2011-10-03 16:27:40,11001,3
174129,0,2011-10-03 16:35:06,112,0
174129,1,2011-10-03 16:35:07,112,1
174129,6,2011-10-03 16:35:58,112,51
174129,6,2011-10-03 16:45:25,11001,567
174129,2,2011-10-03 16:46:10,11001,45
174129,6,2011-10-03 16:46:14,11001,4
174135,0,2011-10-03 16:38:31,112,0
174135,1,2011-10-03 16:38:33,112,2
174135,6,2011-10-03 16:38:52,112,19
174135,6,2011-10-03 16:38:56,11201,4
174135,2,2011-10-03 16:44:33,11201,337
174135,6,2011-10-03 16:44:37,11201,4
174138,0,2011-10-03 16:43:26,112,0
174138,1,2011-10-03 16:43:26,112,0
174138,6,2011-10-03 16:43:43,112,17
174138,6,2011-10-03 16:46:17,11001,154
174138,3,2011-10-03 16:47:52,11001,95
174138,4,2011-10-03 16:47:52,11001,0
174138,6,2011-10-03 16:47:54,11001,2
174138,4,2011-10-03 18:04:42,11119,4608
174138,4,2011-10-03 18:08:10,11119,208
174138,4,2011-10-04 09:50:07,0,56517
174138,4,2011-10-04 09:55:51,0,344
174138,4,2011-10-04 09:56:00,0,9
174138,5,2011-10-04 09:58:02,11200,122
174138,4,2011-10-04 09:58:05,0,3
174156,0,2011-10-03 17:47:40,112,0
174156,1,2011-10-03 17:47:40,112,0
174156,2,2011-10-03 17:48:22,112,42
174162,0,2011-10-03 18:07:45,112,0
174162,1,2011-10-03 18:07:45,112,0
174162,6,2011-10-03 18:07:56,112,11
174162,6,2011-10-03 18:16:37,11119,521
174162,2,2011-10-03 18:18:58,11119,141
174162,6,2011-10-03 18:19:01,11119,3
174165,0,2011-10-03 18:12:27,112,0
174165,1,2011-10-03 18:12:27,112,0
174165,2,2011-10-03 18:13:08,112,41
174171,0,2011-10-03 18:35:13,112,0
174171,1,2011-10-03 18:35:14,112,1
174171,2,2011-10-03 18:36:01,112,47
174174,0,2011-10-03 18:45:47,112,0
174174,1,2011-10-03 18:45:48,112,1
174174,2,2011-10-03 18:46:25,112,37
174183,0,2011-10-03 19:15:09,112,0
174183,1,2011-10-03 19:15:09,112,0
174183,2,2011-10-03 19:15:58,112,49
174186,0,2011-10-03 19:17:45,112,0
174186,1,2011-10-03 19:17:45,112,0
174186,6,2011-10-03 19:17:54,112,9
174186,6,2011-10-03 19:39:24,10982,1290
174186,3,2011-10-03 19:41:00,10982,96
174186,4,2011-10-03 19:41:00,10982,0
174186,6,2011-10-03 19:41:01,10982,1
174186,4,2011-10-03 20:37:40,11119,3399
174186,2,2011-10-03 20:46:23,11119,523
174186,4,2011-10-03 20:46:27,11119,4
174189,0,2011-10-03 19:27:36,112,0
174189,1,2011-10-03 19:27:36,112,0
174189,2,2011-10-03 19:28:09,112,33
174192,0,2011-10-03 19:30:21,112,0
174192,1,2011-10-03 19:30:21,112,0
174192,2,2011-10-03 19:31:13,112,52
174195,0,2011-10-03 19:32:45,112,0
174195,1,2011-10-03 19:32:45,112,0
174195,6,2011-10-03 19:32:55,112,10
174195,6,2011-10-03 19:41:04,10982,489
174195,3,2011-10-03 19:42:16,10982,72
174195,4,2011-10-03 19:42:16,10982,0
174195,6,2011-10-03 19:42:17,10982,1
174195,4,2011-10-03 20:49:35,11119,4038
174195,5,2011-10-03 20:52:58,11119,203
174195,4,2011-10-03 20:52:59,11119,1
174198,0,2011-10-03 19:33:25,112,0
174198,1,2011-10-03 19:33:25,112,0
174198,6,2011-10-03 19:33:42,112,17
174198,6,2011-10-03 19:42:21,10982,519
174198,3,2011-10-03 19:43:46,10982,85
174198,4,2011-10-03 19:43:46,10982,0
174198,6,2011-10-03 19:43:47,10982,1
174198,4,2011-10-03 20:53:26,11119,4179
174198,4,2011-10-03 20:55:48,11119,142
174198,4,2011-10-04 10:56:40,0,50452
174198,4,2011-10-04 10:58:03,0,83
174198,4,2011-10-04 13:39:13,11001,9670
174198,4,2011-10-04 13:41:11,11001,118
174198,4,2011-10-04 14:49:01,0,4070
174198,5,2011-10-04 14:55:36,11202,395
174198,4,2011-10-04 14:55:38,0,2
174201,0,2011-10-03 19:34:18,112,0
174201,1,2011-10-03 19:34:19,112,1
174201,6,2011-10-03 19:35:09,112,50
174201,6,2011-10-03 19:43:50,10982,521
174201,6,2011-10-03 19:44:26,10982,36
174201,6,2011-10-03 19:44:29,10982,3
174201,6,2011-10-03 19:53:59,10982,570
174201,6,2011-10-03 19:57:40,11119,221
174201,3,2011-10-03 19:59:00,11119,80
174201,4,2011-10-03 19:59:01,11119,1
174201,6,2011-10-03 19:59:02,11119,1
174201,4,2011-10-04 11:42:03,0,56581
174201,4,2011-10-04 12:02:47,0,1244
174201,4,2011-10-04 16:47:31,0,17084
174201,2,2011-10-04 16:59:28,11202,717
174201,4,2011-10-04 16:59:32,0,4
174204,0,2011-10-03 19:37:51,112,0
174204,1,2011-10-03 19:37:52,112,1
174204,6,2011-10-03 19:38:43,112,51
174204,6,2011-10-03 19:54:51,11119,968
174204,2,2011-10-03 19:56:17,11119,86
174204,6,2011-10-03 19:56:21,11119,4
174207,0,2011-10-03 19:45:53,112,0
174207,1,2011-10-03 19:45:53,112,0
174207,6,2011-10-03 19:46:38,112,45
174207,6,2011-10-03 19:56:24,11119,586
174207,3,2011-10-03 19:57:35,11119,71
174207,4,2011-10-03 19:57:35,11119,0
174207,6,2011-10-03 19:57:36,11119,1
174207,4,2011-10-04 10:00:18,0,50562
174207,4,2011-10-04 10:00:30,0,12
174207,4,2011-10-04 10:58:25,0,3475
174207,4,2011-10-04 10:59:51,0,86
174207,4,2011-10-04 11:00:01,0,10
174207,4,2011-10-04 11:02:29,0,148
174207,4,2011-10-04 13:43:35,11169,9666
174207,4,2011-10-04 13:45:09,11169,94
174207,4,2011-10-04 18:17:17,11121,16328
174207,2,2011-10-04 18:20:28,11121,191
174207,4,2011-10-04 18:20:33,11121,5
174210,0,2011-10-03 19:47:24,112,0
174210,1,2011-10-03 19:47:24,112,0
174210,2,2011-10-03 19:47:26,112,2
174219,0,2011-10-03 19:59:01,112,0
174219,1,2011-10-03 19:59:02,112,1
174219,6,2011-10-03 19:59:40,112,38
174219,6,2011-10-03 20:00:02,10863,22
174219,6,2011-10-03 20:02:11,10863,129
174219,6,2011-10-03 20:02:13,10863,2
174219,3,2011-10-03 20:02:29,10863,16
174219,4,2011-10-03 20:02:29,10863,0
174219,6,2011-10-03 20:02:30,10863,1
174219,4,2011-10-03 20:02:47,10863,17
174219,2,2011-10-03 20:14:04,10863,677
174219,4,2011-10-03 20:14:08,10863,4
174222,0,2011-10-03 20:08:29,112,0
174222,1,2011-10-03 20:08:29,112,0
174222,2,2011-10-03 20:09:23,112,54
174225,0,2011-10-03 20:08:34,112,0
174225,1,2011-10-03 20:08:35,112,1
174225,2,2011-10-03 20:09:31,112,56
174228,0,2011-10-03 20:10:32,112,0
174228,1,2011-10-03 20:10:32,112,0
174228,6,2011-10-03 20:10:49,112,17
174228,6,2011-10-03 20:11:38,11119,49
174228,2,2011-10-03 20:15:31,11119,233
174228,6,2011-10-03 20:15:35,11119,4
174234,0,2011-10-03 20:18:50,112,0
174234,1,2011-10-03 20:18:51,112,1
174234,6,2011-10-03 20:19:05,112,14
174234,6,2011-10-03 20:21:12,10982,127
174234,2,2011-10-03 20:26:36,10982,324
174234,6,2011-10-03 20:26:39,10982,3
174240,0,2011-10-03 20:26:10,112,0
174240,1,2011-10-03 20:26:10,112,0
174240,6,2011-10-03 20:26:51,112,41
174240,6,2011-10-03 20:26:59,0,8
174240,3,2011-10-03 20:27:28,10880,29
174240,4,2011-10-03 20:27:28,0,0
174240,6,2011-10-03 20:27:29,0,1
174240,4,2011-10-03 20:27:40,0,11
174240,2,2011-10-03 20:34:41,10880,421
174240,4,2011-10-03 20:34:45,0,4
174243,0,2011-10-03 20:39:00,112,0
174243,1,2011-10-03 20:39:00,112,0
174243,6,2011-10-03 20:39:41,112,41
174243,6,2011-10-03 20:49:44,11119,603
174243,3,2011-10-03 20:50:45,11119,61
174243,4,2011-10-03 20:50:45,11119,0
174243,6,2011-10-03 20:50:46,11119,1
174243,4,2011-10-04 12:01:17,10889,54631
174243,2,2011-10-04 12:13:29,10889,732
174243,4,2011-10-04 12:13:34,10889,5
174246,0,2011-10-03 20:43:04,112,0
174246,1,2011-10-03 20:43:05,112,1
174246,6,2011-10-03 20:43:49,112,44
174246,6,2011-10-03 20:43:56,0,7
174246,2,2011-10-03 20:48:05,10880,249
174246,6,2011-10-03 20:48:10,0,5
174258,0,2011-10-03 21:00:28,112,0
174258,1,2011-10-03 21:00:28,112,0
174258,6,2011-10-03 21:00:44,112,16
174258,6,2011-10-04 09:00:05,0,43161
174258,3,2011-10-04 09:02:28,10971,143
174258,4,2011-10-04 09:02:29,0,1
174258,6,2011-10-04 09:02:31,0,2
174258,4,2011-10-04 12:35:03,0,12752
